,Title,Weekly Gross,Gross Difference,Average Ticket Price,Seats Sold,Performance Count,Percent Capacity,Capacity Difference,Week Ending,Theater,Potential Gross,Top Ticket Price,Theater Capacity,Preview Count
2943,Travesties,"$526,489.10","$69,481.90",$95.86,"5,492",8,94.43%,7.10%,2018-06-17,American Airlines Theatre,"$655,224.00",$250.00,727,0
2944,Waitress,"$985,227.00","$37,469.70",$118.99,"8,280",8,99.04%,2.46%,2018-06-17,Brooks Atkinson Theatre,"$1,019,480.00",$270.00,"1,045",0
2945,Wicked,"$1,945,441.00","$22,418.00",$127.10,"15,306",8,99.34%,-0.29%,2018-06-17,Gershwin Theatre,"$1,779,845.00",$240.00,"1,926",0
2946,Aladdin,"$1,462,545.00","$41,828.50",$107.20,"13,643",8,98.75%,1.03%,2018-06-10,New Amsterdam Theatre,"$1,566,071.00",$215.50,"1,727",0
2947,Anastasia,"$877,138.00","$87,508.20",$103.27,"8,494",8,92.89%,3.91%,2018-06-10,Broadhurst Theatre,"$1,093,588.00",$273.00,"1,143",0
2948,Angels in America: A Gay Fantasia on National Themes,"$917,002.50","$87,365.50",$103.89,"8,827",7,88.68%,4.12%,2018-06-10,Neil Simon Theatre,"$1,362,036.00",$247.00,"1,422",0
2949,The Band's Visit,"$950,642.96","$87,880.96",$114.37,"8,312",8,100.00%,2.77%,2018-06-10,Ethel Barrymore Theatre,"$1,024,568.00",$247.00,"1,039",0
2950,Beautiful: The Carole King Musical,"$741,251.80","$144,308.76",$107.83,"6,874",8,83.75%,11.99%,2018-06-10,Stephen Sondheim Theatre,"$1,106,908.00",$247.00,"1,026",0
2951,The Book of Mormon,"$1,140,486.50",$212.50,$131.64,"8,664",8,103.44%,0.59%,2018-06-10,Eugene O'Neill Theatre,"$1,190,502.00",$477.50,"1,047",0
2952,The Boys in the Band,"$1,018,219.98","$137,180.78",$160.35,"6,350",8,102.55%,2.47%,2018-06-10,Booth Theatre,"$957,024.00",$397.00,774,0
2953,A Bronx Tale The Musical,"$585,891.34","$43,724.47",$88.17,"6,645",8,79.56%,1.60%,2018-06-10,Longacre Theatre,"$921,066.00",$225.00,"1,044",0
2954,Carousel,"$1,113,597.74","$145,190.24",$115.59,"9,634",8,84.33%,5.55%,2018-06-10,Imperial Theatre,"$1,622,728.00",$323.00,"1,428",0
2955,Chicago,"$677,947.78","$26,407.45",$86.21,"7,864",8,91.02%,4.80%,2018-06-10,Ambassador Theatre,"$958,024.00",$187.00,"1,080",0
2956,Come From Away,"$1,190,799.40","$57,642.35",$139.62,"8,529",8,101.92%,0.15%,2018-06-10,Gerald Schoenfeld Theatre,"$1,260,966.00",$347.00,"1,046",0
2957,Dear Evan Hansen,"$1,711,772.80","$40,801.70",$214.08,"7,996",8,101.58%,0.07%,2018-06-10,Music Box Theatre,"$1,425,136.00",$448.00,984,0
2958,Escape to Margaritaville,"$510,088.50","$25,253.00",$78.77,"6,476",8,49.78%,2.19%,2018-06-10,Marquis Theatre,"$1,752,864.00",$247.00,"1,626",0
2959,Frozen,"$1,865,554.00","$51,595.00",$139.64,"13,360",8,99.17%,0.14%,2018-06-10,St. James Theatre,"$1,871,412.00",$297.00,"1,684",0
2960,Hamilton,"$2,847,041.00","-$276,831.00",$265.29,"10,732",8,101.55%,-0.22%,2018-06-10,Richard Rodgers Theatre,"$2,630,724.00",$849.00,"1,321",0
2961,Harry Potter and the Cursed Child,"$2,101,259.50","$66,156.00",$161.93,"12,976",8,100.00%,0.00%,2018-06-10,Lyric Theatre,"$1,988,464.00",$296.50,"1,622",0
2962,"Hello, Dolly!","$956,749.02","$112,576.02",$89.35,"10,708",8,92.57%,8.72%,2018-06-10,Sam S. Shubert Theatre,"$1,371,056.00",$297.00,"1,446",0
2963,The Iceman Cometh,"$894,274.12","$22,024.12",$134.32,"6,658",7,90.24%,0.87%,2018-06-10,Bernard B. Jacobs Theatre,"$1,194,930.00",$397.00,"1,054",0
2964,Kinky Boots,"$661,200.10","$12,142.95",$89.15,"7,417",8,65.11%,1.10%,2018-06-10,Al Hirschfeld Theatre,"$1,294,256.00",$249.00,"1,424",0
2965,The Lion King,"$2,203,934.00","$19,220.00",$162.40,"13,571",8,100.02%,0.23%,2018-06-10,Minskoff Theatre,"$2,096,651.00",$225.00,"1,696",0
2966,Mean Girls,"$1,544,889.90","$7,199.85",$156.03,"9,901",8,101.03%,0.00%,2018-06-10,August Wilson Theatre,"$1,469,426.00",$399.50,"1,225",0
2967,My Fair Lady,"$1,230,317.00","$27,563.00",$143.86,"8,552",8,100.00%,0.00%,2018-06-10,Vivian Beaumont Theater,"$1,396,120.00",$323.00,"1,069",0
2968,Once On This Island,"$537,109.60","$29,531.90",$98.23,"5,468",8,98.20%,7.40%,2018-06-10,Circle in the Square Theatre,"$792,176.00",$249.50,696,0
2969,The Phantom of the Opera,"$1,141,362.44","$26,270.34",$88.48,"12,899",8,100.46%,2.50%,2018-06-10,Majestic Theatre,"$1,356,418.00",$213.00,"1,605",0
2970,The Play That Goes Wrong,"$365,986.00","$53,322.00",$70.53,"5,189",8,75.95%,6.80%,2018-06-10,Lyceum Theatre,"$677,688.00",$197.00,854,0
2971,Saint Joan,"$264,282.50","$49,552.50",$60.26,"4,386",8,84.74%,7.81%,2018-06-10,Samuel J. Friedman Theatre,"$731,288.00",$199.00,647,0
2972,School of Rock – The Musical,"$980,276.80","$90,386.18",$90.46,"10,837",8,88.94%,7.77%,2018-06-10,Winter Garden Theatre,"$1,443,688.00",$223.00,"1,523",0
2973,"SpongeBob SquarePants, The Broadway Musical","$898,297.60","$123,709.60",$75.09,"11,963",8,92.88%,6.51%,2018-06-10,Palace Theatre,"$1,408,776.00",$248.00,"1,610",0
2974,Springsteen On Broadway,"$2,402,102.50","$472,655.00",$506.77,"4,740",5,100.00%,0.00%,2018-06-10,Walter Kerr Theatre,"$2,384,275.00",$0.00,948,0
2975,Summer: The Donna Summer Musical,"$1,097,434.20","$89,042.70",$106.10,"10,343",8,87.95%,5.10%,2018-06-10,Lunt-Fontanne Theatre,"$1,455,668.00",$197.00,"1,470",0
2976,Three Tall Women,"$994,258.32","$38,953.92",$157.92,"6,296",8,100.00%,-0.03%,2018-06-10,John Golden Theatre,"$932,456.00",$423.00,787,0
2977,Travesties,"$457,007.20","$46,282.50",$89.98,"5,079",8,87.33%,7.03%,2018-06-10,American Airlines Theatre,"$655,224.00",$250.00,727,0
2978,Waitress,"$947,757.30","$49,514.10",$117.38,"8,074",8,96.58%,2.64%,2018-06-10,Brooks Atkinson Theatre,"$1,019,480.00",$270.00,"1,045",0
2979,Wicked,"$1,923,023.00","$68,375.00",$125.27,"15,351",8,99.63%,0.71%,2018-06-10,Gershwin Theatre,"$1,779,845.00",$240.00,"1,926",0
2980,Aladdin,"$1,420,716.50","-$66,411.00",$105.23,"13,501",8,97.72%,-0.48%,2018-06-03,New Amsterdam Theatre,"$1,492,606.00",$199.50,"1,727",0
2981,Anastasia,"$789,629.80","-$39,748.00",$97.05,"8,136",8,88.98%,-0.40%,2018-06-03,Broadhurst Theatre,"$1,093,588.00",$273.00,"1,143",0
2982,Angels in America: A Gay Fantasia on National Themes,"$829,637.00","-$48,731.00",$98.57,"8,417",7,84.56%,-4.93%,2018-06-03,Neil Simon Theatre,"$1,362,036.00",$247.00,"1,422",0
2983,The Band's Visit,"$862,762.00","-$34,517.92",$106.75,"8,082",8,97.23%,-1.21%,2018-06-03,Ethel Barrymore Theatre,"$1,024,568.00",$247.00,"1,039",0
2984,Beautiful: The Carole King Musical,"$596,943.04","-$61,391.96",$101.35,"5,890",8,71.76%,-7.85%,2018-06-03,Stephen Sondheim Theatre,"$1,106,908.00",$247.00,"1,026",0
2985,The Book of Mormon,"$1,140,274.00","-$62,799.00",$132.36,"8,615",8,102.85%,-0.95%,2018-06-03,Eugene O'Neill Theatre,"$1,190,502.00",$477.50,"1,047",0
2986,The Boys in the Band,"$881,039.20","-$121,510.90",$142.17,"6,197",4,100.08%,-0.70%,2018-06-03,Booth Theatre,"$957,024.00",$397.00,774,4
2987,A Bronx Tale The Musical,"$542,166.87","-$86,365.46",$83.27,"6,511",8,77.96%,-6.15%,2018-06-03,Longacre Theatre,"$921,066.00",$225.00,"1,044",0
2988,Carousel,"$968,407.50","-$111,754.50",$107.60,"9,000",8,78.78%,-6.65%,2018-06-03,Imperial Theatre,"$1,622,728.00",$323.00,"1,428",0
2989,Chicago,"$651,540.33","-$98,692.42",$87.47,"7,449",8,86.22%,-9.10%,2018-06-03,Ambassador Theatre,"$958,024.00",$203.00,"1,080",0
2990,Come From Away,"$1,133,157.05","-$46,300.95",$133.06,"8,516",8,101.77%,-0.07%,2018-06-03,Gerald Schoenfeld Theatre,"$1,260,966.00",$347.00,"1,046",0
2991,Dear Evan Hansen,"$1,670,971.10","-$34,551.20",$209.11,"7,991",8,101.51%,-0.01%,2018-06-03,Music Box Theatre,"$1,425,136.00",$448.00,984,0
2992,Escape to Margaritaville,"$484,835.50","-$93,494.00",$78.31,"6,191",8,47.59%,-8.89%,2018-06-03,Marquis Theatre,"$1,752,864.00",$247.00,"1,626",0
2993,Frozen,"$1,813,959.00","$3,108.50",$136.29,"13,310",8,99.03%,0.65%,2018-06-03,St. James Theatre,"$1,871,571.00",$297.00,"1,680",0
2994,Hamilton,"$3,123,872.00","$136,054.00",$290.46,"10,755",8,101.77%,0.20%,2018-06-03,Richard Rodgers Theatre,"$2,895,648.00",$849.00,"1,321",0
2995,Harry Potter and the Cursed Child,"$2,035,103.50","$7,584.50",$156.84,"12,976",8,100.00%,0.00%,2018-06-03,Lyric Theatre,"$1,988,464.00",$296.50,"1,622",0
2996,"Hello, Dolly!","$844,173.00","-$145,195.30",$87.03,"9,700",8,83.85%,-6.03%,2018-06-03,Sam S. Shubert Theatre,"$1,371,056.00",$297.00,"1,446",0
2997,The Iceman Cometh,"$872,250.00","-$113,193.00",$132.28,"6,594",7,89.37%,-7.81%,2018-06-03,Bernard B. Jacobs Theatre,"$1,194,930.00",$397.00,"1,054",0
2998,Kinky Boots,"$649,057.15","-$98,325.30",$89.01,"7,292",8,64.01%,-8.15%,2018-06-03,Al Hirschfeld Theatre,"$1,294,256.00",$249.00,"1,424",0
2999,The Lion King,"$2,184,714.00","-$15,629.00",$161.36,"13,539",8,99.79%,0.19%,2018-06-03,Minskoff Theatre,"$2,090,026.00",$225.00,"1,696",0
3000,Mean Girls,"$1,537,690.05","-$28,233.65",$155.31,"9,901",8,101.03%,0.01%,2018-06-03,August Wilson Theatre,"$1,469,426.00",$399.50,"1,225",0
3001,My Fair Lady,"$1,202,754.00","-$14,488.00",$140.64,"8,552",8,100.00%,0.00%,2018-06-03,Vivian Beaumont Theater,"$1,396,120.00",$323.00,"1,069",0
3002,Once On This Island,"$507,577.70","-$44,125.40",$100.39,"5,056",8,90.80%,-2.68%,2018-06-03,Circle in the Square Theatre,"$792,176.00",$249.50,696,0
3003,The Phantom of the Opera,"$1,115,092.10","-$71,194.00",$88.65,"12,578",8,97.96%,-1.34%,2018-06-03,Majestic Theatre,"$1,356,418.00",$213.00,"1,605",0
3004,The Play That Goes Wrong,"$312,664.00","-$27,441.13",$66.19,"4,724",8,69.15%,-4.08%,2018-06-03,Lyceum Theatre,"$677,688.00",$197.00,854,0
3005,Saint Joan,"$214,730.00","$39,292.60",$53.93,"3,982",8,76.93%,-3.65%,2018-06-03,Samuel J. Friedman Theatre,"$731,288.00",$199.00,647,0
3006,School of Rock – The Musical,"$889,890.62","-$12,738.58",$89.98,"9,890",8,81.17%,-2.13%,2018-06-03,Winter Garden Theatre,"$1,443,688.00",$248.00,"1,523",0
3007,"SpongeBob SquarePants, The Broadway Musical","$774,588.00","-$95,083.30",$69.63,"11,124",8,86.37%,-2.75%,2018-06-03,Palace Theatre,"$1,408,776.00",$248.00,"1,610",0
3008,Springsteen On Broadway,"$1,929,447.50","-$477,405.00",$508.82,"3,792",4,100.00%,0.23%,2018-06-03,Walter Kerr Theatre,"$1,907,420.00",$0.00,948,0
3009,Summer: The Donna Summer Musical,"$1,008,391.50","-$64,674.80",$103.50,"9,743",8,82.85%,-2.87%,2018-06-03,Lunt-Fontanne Theatre,"$1,455,668.00",$197.00,"1,470",0
3010,Three Tall Women,"$955,304.40","$14,941.80",$151.68,"6,298",8,100.03%,0.03%,2018-06-03,John Golden Theatre,"$932,456.00",$373.00,787,0
3011,Travesties,"$410,724.70","-$9,547.55",$87.95,"4,670",8,80.30%,-1.90%,2018-06-03,American Airlines Theatre,"$655,224.00",$250.00,727,0
3012,Waitress,"$898,243.20","$7,129.10",$114.38,"7,853",8,93.94%,3.00%,2018-06-03,Brooks Atkinson Theatre,"$1,019,480.00",$270.00,"1,045",0
3013,Wicked,"$1,854,648.00","$48,810.00",$121.69,"15,241",8,98.92%,0.48%,2018-06-03,Gershwin Theatre,"$1,779,845.00",$240.00,"1,926",0
3014,Aladdin,"$1,487,127.50","$119,084.50",$109.61,"13,568",8,98.20%,-0.79%,2018-05-27,New Amsterdam Theatre,"$1,536,861.00",$215.50,"1,727",0
3015,Anastasia,"$829,377.80","$8,887.26",$101.48,"8,173",8,89.38%,-1.01%,2018-05-27,Broadhurst Theatre,"$1,093,588.00",$273.00,"1,143",0
3016,Angels in America: A Gay Fantasia on National Themes,"$878,368.00","-$45,983.50",$98.60,"8,908",7,89.49%,-1.56%,2018-05-27,Neil Simon Theatre,"$1,362,036.00",$247.00,"1,422",0
3017,The Band's Visit,"$897,279.92","$29,650.92",$109.67,"8,182",8,98.44%,-1.54%,2018-05-27,Ethel Barrymore Theatre,"$1,024,568.00",$277.00,"1,039",0
3018,Beautiful: The Carole King Musical,"$658,335.00","-$120,825.13",$100.76,"6,534",8,79.61%,-7.73%,2018-05-27,Stephen Sondheim Theatre,"$1,106,908.00",$247.00,"1,026",0
3019,The Book of Mormon,"$1,203,073.00","-$3,920.50",$138.38,"8,694",8,103.80%,0.37%,2018-05-27,Eugene O'Neill Theatre,"$1,190,502.00",$477.50,"1,047",0
3020,The Boys in the Band,"$1,002,550.10","-$33,032.40",$160.67,"6,240",0,100.78%,0.09%,2018-05-27,Booth Theatre,"$957,024.00",$348.00,774,8
3021,A Bronx Tale The Musical,"$628,532.33","$10,393.68",$89.47,"7,025",8,84.11%,-4.20%,2018-05-27,Longacre Theatre,"$932,228.00",$225.00,"1,044",0
3022,Carousel,"$1,080,162.00","-$99,644.54",$110.67,"9,760",8,85.43%,-7.79%,2018-05-27,Imperial Theatre,"$1,626,658.00",$323.00,"1,428",0
3023,Chicago,"$750,232.75","-$11,902.21",$91.09,"8,236",8,95.32%,-3.53%,2018-05-27,Ambassador Theatre,"$958,024.00",$203.00,"1,080",0
3024,Children of a Lesser God,"$458,191.00","$46,930.00",$65.10,"7,038",8,87.62%,-1.04%,2018-05-27,Studio 54,"$993,576.00",$247.00,"1,004",0
3025,Come From Away,"$1,179,458.00","-$29,529.00",$138.40,"8,522",8,101.84%,-0.20%,2018-05-27,Gerald Schoenfeld Theatre,"$1,260,966.00",$347.00,"1,046",0
3026,Dear Evan Hansen,"$1,705,522.30","-$11,177.60",$213.40,"7,992",8,101.52%,-0.02%,2018-05-27,Music Box Theatre,"$1,425,136.00",$448.00,984,0
3027,Escape to Margaritaville,"$578,329.50","-$109,350.50",$78.72,"7,347",8,56.48%,-0.50%,2018-05-27,Marquis Theatre,"$1,752,864.00",$247.00,"1,626",0
3028,Frozen,"$1,810,850.50","$114,407.50",$136.96,"13,222",8,98.38%,-0.25%,2018-05-27,St. James Theatre,"$1,834,392.00",$297.00,"1,680",0
3029,Hamilton,"$2,987,818.00","-$133,014.00",$278.35,"10,734",8,101.57%,-0.19%,2018-05-27,Richard Rodgers Theatre,"$2,738,924.00",$849.00,"1,321",0
3030,Harry Potter and the Cursed Child,"$2,027,519.00","$34,451.00",$156.25,"12,976",8,100.00%,0.00%,2018-05-27,Lyric Theatre,"$1,988,464.00",$296.50,"1,622",0
3031,"Hello, Dolly!","$989,368.30","-$48,084.90",$95.16,"10,397",8,89.88%,-5.21%,2018-05-27,Sam S. Shubert Theatre,"$1,371,056.00",$297.00,"1,446",0
3032,The Iceman Cometh,"$985,443.00","-$108,469.70",$137.44,"7,170",7,97.18%,-2.37%,2018-05-27,Bernard B. Jacobs Theatre,"$1,194,930.00",$397.00,"1,054",0
3033,Kinky Boots,"$747,382.45","-$15,448.75",$90.91,"8,221",8,72.16%,-3.83%,2018-05-27,Al Hirschfeld Theatre,"$1,294,256.00",$249.00,"1,424",0
3034,The Lion King,"$2,200,343.00","$59,088.00",$162.82,"13,514",8,99.60%,-0.30%,2018-05-27,Minskoff Theatre,"$2,093,805.00",$225.00,"1,696",0
3035,Mean Girls,"$1,565,923.70","$76,774.55",$158.17,"9,900",8,101.02%,0.12%,2018-05-27,August Wilson Theatre,"$1,469,426.00",$399.50,"1,225",0
3036,My Fair Lady,"$1,217,242.00","$203,848.00",$142.33,"8,552",8,100.00%,0.00%,2018-05-27,Vivian Beaumont Theater,"$1,396,120.00",$323.00,"1,069",0
3037,Once On This Island,"$551,703.10","$38,120.80",$105.99,"5,205",8,93.48%,-7.51%,2018-05-27,Circle in the Square Theatre,"$792,176.00",$249.50,696,0
3038,The Phantom of the Opera,"$1,186,286.10","-$1,319.50",$93.04,"12,750",8,99.30%,-0.79%,2018-05-27,Majestic Theatre,"$1,356,418.00",$213.00,"1,605",0
3039,The Play That Goes Wrong,"$340,105.13","$2,624.63",$67.98,"5,003",8,73.23%,-2.41%,2018-05-27,Lyceum Theatre,"$677,688.00",$197.00,854,0
3040,Saint Joan,"$175,437.40","-$52,536.10",$42.06,"4,171",8,80.58%,5.89%,2018-05-27,Samuel J. Friedman Theatre,"$639,877.00",$199.00,647,0
3041,School of Rock – The Musical,"$902,629.20","$140,913.82",$88.94,"10,149",8,83.30%,7.62%,2018-05-27,Winter Garden Theatre,"$1,443,688.00",$248.00,"1,523",0
3042,"SpongeBob SquarePants, The Broadway Musical","$869,671.30","$139,346.50",$75.76,"11,479",8,89.12%,3.16%,2018-05-27,Palace Theatre,"$1,418,894.00",$248.00,"1,610",0
3043,Springsteen On Broadway,"$2,406,852.50","$475,407.50",$508.96,"4,729",5,99.77%,-0.23%,2018-05-27,Walter Kerr Theatre,"$2,384,275.00",$0.00,948,0
3044,Summer: The Donna Summer Musical,"$1,073,066.30","-$87,232.80",$106.44,"10,081",8,85.72%,-8.63%,2018-05-27,Lunt-Fontanne Theatre,"$1,455,668.00",$197.00,"1,470",0
3045,Three Tall Women,"$940,362.60","$31,793.90",$149.36,"6,296",8,100.00%,0.00%,2018-05-27,John Golden Theatre,"$932,456.00",$373.00,787,0
3046,Travesties,"$420,272.25","$1,403.80",$87.90,"4,781",8,82.20%,2.27%,2018-05-27,American Airlines Theatre,"$655,224.00",$250.00,727,0
3047,Waitress,"$891,114.10","-$59,390.20",$117.21,"7,603",8,90.94%,-4.66%,2018-05-27,Brooks Atkinson Theatre,"$1,019,480.00",$270.00,"1,045",0
3048,Wicked,"$1,805,838.00","$56,251.00",$119.06,"15,168",8,98.44%,1.33%,2018-05-27,Gershwin Theatre,"$1,779,845.00",$240.00,"1,926",0
3049,Aladdin,"$1,368,043.00","$26,966.00",$100.03,"13,676",8,98.99%,1.13%,2018-05-20,New Amsterdam Theatre,"$1,447,725.00",$215.50,"1,727",0
3050,Anastasia,"$820,490.54","$14,056.50",$99.27,"8,265",8,90.39%,-1.28%,2018-05-20,Broadhurst Theatre,"$1,093,588.00",$273.00,"1,143",0
3051,Angels in America: A Gay Fantasia on National Themes,"$924,351.50","-$3,614.00",$101.99,"9,063",7,91.05%,-0.21%,2018-05-20,Neil Simon Theatre,"$1,362,036.00",$247.00,"1,422",0
3052,The Band's Visit,"$867,629.00","-$4,718.00",$104.41,"8,310",8,99.98%,1.13%,2018-05-20,Ethel Barrymore Theatre,"$1,038,880.00",$247.00,"1,039",0
3053,Beautiful: The Carole King Musical,"$779,160.13","$29,330.07",$108.68,"7,169",8,87.34%,5.70%,2018-05-20,Stephen Sondheim Theatre,"$1,106,908.00",$247.00,"1,026",0
3054,The Book of Mormon,"$1,206,993.50","$50,658.00",$139.33,"8,663",8,103.43%,0.03%,2018-05-20,Eugene O'Neill Theatre,"$1,190,502.00",$477.50,"1,047",0
3055,The Boys in the Band,"$1,035,582.50","$158,111.60",$166.09,"6,235",0,100.69%,0.47%,2018-05-20,Booth Theatre,"$957,024.00",$397.00,774,8
3056,A Bronx Tale The Musical,"$618,138.65","$24,728.00",$83.80,"7,376",8,88.31%,8.39%,2018-05-20,Longacre Theatre,"$921,066.00",$225.00,"1,044",0
3057,Carousel,"$1,179,806.54","-$61,731.96",$110.79,"10,649",8,93.22%,4.10%,2018-05-20,Imperial Theatre,"$1,622,728.00",$323.00,"1,428",0
3058,Chicago,"$762,134.96","$32,644.06",$89.23,"8,541",8,98.85%,2.36%,2018-05-20,Ambassador Theatre,"$958,024.00",$187.00,"1,080",0
3059,Children of a Lesser God,"$411,261.00","$60,506.50",$57.75,"7,121",8,88.66%,7.56%,2018-05-20,Studio 54,"$993,576.00",$247.00,"1,004",0
3060,Come From Away,"$1,208,987.00","-$35,407.50",$141.58,"8,539",8,102.04%,0.22%,2018-05-20,Gerald Schoenfeld Theatre,"$1,260,966.00",$347.00,"1,046",0
3061,Dear Evan Hansen,"$1,716,699.90","$34,216.14",$214.78,"7,993",8,101.54%,0.10%,2018-05-20,Music Box Theatre,"$1,425,136.00",$448.00,984,0
3062,Escape to Margaritaville,"$687,680.00","$63,933.50",$92.78,"7,412",8,56.98%,2.41%,2018-05-20,Marquis Theatre,"$1,752,864.00",$247.00,"1,626",0
3063,Frozen,"$1,696,443.00","-$25,482.50",$127.98,"13,256",8,98.63%,0.23%,2018-05-20,St. James Theatre,"$1,810,433.00",$297.00,"1,680",0
3064,Hamilton,"$3,120,832.00","$304,226.00",$290.20,"10,754",8,101.76%,0.15%,2018-05-20,Richard Rodgers Theatre,"$2,895,648.00",$849.00,"1,321",0
3065,Harry Potter and the Cursed Child,"$1,993,068.00","-$131,975.00",$153.60,"12,976",8,100.00%,0.00%,2018-05-20,Lyric Theatre,"$1,988,464.00",$296.50,"1,622",0
3066,"Hello, Dolly!","$1,037,453.20","$11,329.00",$94.31,"11,000",8,95.09%,2.59%,2018-05-20,Sam S. Shubert Theatre,"$1,371,056.00",$297.00,"1,446",0
3067,The Iceman Cometh,"$1,093,912.70","-$26,738.60",$148.93,"7,345",7,99.55%,-0.12%,2018-05-20,Bernard B. Jacobs Theatre,"$1,194,474.00",$397.00,"1,054",0
3068,Kinky Boots,"$762,831.20","$86,066.70",$88.12,"8,657",8,75.99%,8.80%,2018-05-20,Al Hirschfeld Theatre,"$1,294,256.00",$249.00,"1,424",0
3069,The Lion King,"$2,141,255.00","$306,677.00",$157.98,"13,554",8,99.90%,-0.13%,2018-05-20,Minskoff Theatre,"$2,002,222.00",$225.00,"1,696",0
3070,Mean Girls,"$1,489,149.15","-$7,829.05",$150.60,"9,888",8,100.90%,-0.04%,2018-05-20,August Wilson Theatre,"$1,469,426.00",$377.50,"1,225",0
3071,My Fair Lady,"$1,013,394.00","-$114,272.00",$118.50,"8,552",8,100.00%,-0.01%,2018-05-20,Vivian Beaumont Theater,"$1,396,120.00",$323.00,"1,069",0
3072,Once On This Island,"$513,582.30","-$9,492.70",$91.34,"5,623",8,100.99%,7.15%,2018-05-20,Circle in the Square Theatre,"$792,176.00",$249.50,696,0
3073,The Phantom of the Opera,"$1,187,605.60","$89,817.90",$92.41,"12,851",8,100.09%,5.00%,2018-05-20,Majestic Theatre,"$1,356,418.00",$213.00,"1,605",0
3074,The Play That Goes Wrong,"$337,480.50","$23,157.57",$65.30,"5,168",8,75.64%,5.09%,2018-05-20,Lyceum Theatre,"$677,688.00",$197.00,854,0
3075,Saint Joan,"$227,973.50","$9,966.50",$58.97,"3,866",8,74.69%,-5.39%,2018-05-20,Samuel J. Friedman Theatre,"$731,288.00",$199.00,647,0
3076,School of Rock – The Musical,"$761,715.38","-$12,042.62",$82.61,"9,221",8,75.68%,-0.94%,2018-05-20,Winter Garden Theatre,"$1,443,688.00",$223.00,"1,523",0
3077,"SpongeBob SquarePants, The Broadway Musical","$730,324.80","$39,240.30",$65.96,"11,072",8,85.96%,2.69%,2018-05-20,Palace Theatre,"$1,408,776.00",$248.00,"1,610",0
3078,Springsteen On Broadway,"$1,931,445.00","-$479,587.50",$509.35,"3,792",4,100.00%,0.00%,2018-05-20,Walter Kerr Theatre,"$1,907,420.00",$0.00,948,0
3079,Summer: The Donna Summer Musical,"$1,160,299.10","$35,221.30",$104.58,"11,095",8,94.35%,5.72%,2018-05-20,Lunt-Fontanne Theatre,"$1,455,668.00",$197.00,"1,470",0
3080,Three Tall Women,"$908,568.70","-$14,805.30",$144.31,"6,296",8,100.00%,0.00%,2018-05-20,John Golden Theatre,"$932,456.00",$373.00,787,0
3081,Travesties,"$418,868.45","$18,187.15",$90.10,"4,649",8,79.93%,1.22%,2018-05-20,American Airlines Theatre,"$655,224.00",$250.00,727,0
3082,Waitress,"$950,504.30","$69,752.50",$118.93,"7,992",8,95.60%,7.25%,2018-05-20,Brooks Atkinson Theatre,"$1,019,480.00",$270.00,"1,045",0
3083,Wicked,"$1,749,587.00","$207,596.00",$116.93,"14,963",8,97.11%,4.61%,2018-05-20,Gershwin Theatre,"$1,779,845.00",$240.00,"1,926",0
3084,Aladdin,"$1,341,077.00","-$1,205.50",$99.18,"13,521",8,97.86%,0.21%,2018-05-13,New Amsterdam Theatre,"$1,414,562.00",$215.50,"1,727",0
3085,Anastasia,"$806,434.04","$122,444.04",$96.21,"8,382",8,91.67%,9.39%,2018-05-13,Broadhurst Theatre,"$1,093,588.00",$273.00,"1,143",0
3086,Angels in America: A Gay Fantasia on National Themes,"$927,965.50","$110,779.00",$102.15,"9,084",7,91.26%,7.93%,2018-05-13,Neil Simon Theatre,"$1,362,036.00",$247.00,"1,422",0
3087,The Band's Visit,"$872,347.00","$81,407.14",$106.18,"8,216",8,98.85%,4.78%,2018-05-13,Ethel Barrymore Theatre,"$1,038,880.00",$247.00,"1,039",0
3088,Beautiful: The Carole King Musical,"$749,830.06","$79,711.16",$111.90,"6,701",8,81.64%,3.42%,2018-05-13,Stephen Sondheim Theatre,"$1,106,908.00",$247.00,"1,026",0
3089,The Book of Mormon,"$1,156,335.50","$56,392.00",$133.51,"8,661",8,103.40%,1.17%,2018-05-13,Eugene O'Neill Theatre,"$1,190,502.00",$477.50,"1,047",0
3090,The Boys in the Band,"$877,470.90","-$130,626.10",$161.60,"5,430",0,100.22%,3.03%,2018-05-13,Booth Theatre,"$835,326.00",$348.00,774,7
3091,A Bronx Tale The Musical,"$593,410.65","$123,878.00",$88.90,"6,675",8,79.92%,16.53%,2018-05-13,Longacre Theatre,"$921,066.00",$225.00,"1,044",0
3092,Carousel,"$1,241,538.50","$69,122.50",$121.95,"10,181",8,89.12%,3.71%,2018-05-13,Imperial Theatre,"$1,622,728.00",$323.00,"1,428",0
3093,Chicago,"$729,490.90","$32,822.60",$87.50,"8,337",8,96.49%,4.68%,2018-05-13,Ambassador Theatre,"$958,024.00",$187.00,"1,080",0
